MIRAE P&T,+82 0 54-971-8585,+82 0 54-971-8588,,,
CP TECHNOLOGIES COMPANY,614-866-9200,614-866-7772,"Blacklick, OH 43004",Blacklick,6615 Taylor Rd. P.O. Box 639
"CAMBRIDGE POLYMER GROUP, INC",617-629-4400,617-629-9100,"Boston, MA 02129",Boston,"56 Roland Street, Suite 310"
"SHENZHEN HONGFU MOULD CO., LTD.",755-2991-6821,755-2991-6815,,,
LGA PLASTIC COMPOUNDS LLC,210-285-5017,210-285-5017,"San Antonio, TX 78230",San Antonio,8000 I.H. 10 WEST SUITE 600
BURCKHARDT OF SWITZERLAND,41--61-6381800,41--61-6381850,,,
FRIGOSYSTEM S.R.L.,39--029-658610,39--029-560723,,,
"TAIZHOU GLOBAL IMPORT & EXPORT CO., LTD",+86-576-8412-7747,+86-576-8427-0897,,,
"KYORAKU CO., LTD.",81--3-5833-2819,81--3-5833-2880,,,
NEKO COLORS,+1-514-365-,+1-514-595-,,,
EVERLIGHT CHEMICAL,704-588-1004,,"Pineville, NC 28134",Pineville,10507 Southern Loop Blvd.
FLEX IMPORT,55--81-3064-0833,,,,
NEWOVO PLASTICS LLC,224-535-8183,847-214-1647,"Elgin, IL 60120",Elgin,345 Willard Ave
SCHOBERTECHNOLOGIES GMBH,49--0-7042-7900,49--0-7042-7007,,,
"POLYMER TECHNOLOGIES & SERVICES, INC.",740-929-5500,740-929-5501,"Heath, OH 43056",Heath,1835 James Parkway
GLEASON-K2 PLASTICS DIVISION,585-494-2470,585-494-2474,"Bergen, NY 14416",Bergen,8210 Buffalo Rd.
EASTERN INSTRUMENTS,910-392-2490,910-392-2123,"Wilmington, NC 28412",Wilmington,416 Landmark Dr
"ARMOLOY OF CT, INC",860-583-7088,860-585-5834,"Bristol, CT 06010",Bristol,151 Enterprise Drive
LORANDI SILOS SRL,39--0302-681531,39--0302-680916,,,
"DALIAN SECOND RUBBER & PLASTICS MACHINERY CO., LTD.",86-411-86600024,86-411-86585654,,,
BUSS-SMS-CANZLER GMBH,41--61-8256-869,41--61-8256-766,,,
H. MULLER FABRIQUE DE MOULES SA,+41--27-345-4700,+41--27-345-4799,,,
COMBITOOL LTD.,+41-44-939-2979,+41-44-939-2514,,,
SCHEKOLIN AG,423-375-7575,423-375-7576,,,
SWISSMEM,41--44-384-4111,,,,
TANNER FORMENBAU AG,41--52-647-4646,41--52-647-4647,,,
UVITERNO AG,+41-74-747-41-51,+41-74-747-41-61,,,
"HONG KONG HIROTECH CO., LTD.",769-868-06772,769-868-06772,,,
POWDER-SOLUTIONS INC.,952-279-5205,952-279-5206,"Chanhassen, MN 55317",Chanhassen,1620 Lake Drive West
ELASMO SYSTEMS GMBH,43--7662-57-888-700,43--7662-57-888-799,,,
BUSINESS UPPER AUSTRIA  O WIRTSCHAFTSAGENTUR GMBH,43 0732-79810-5006,,,,
Z-MOULDS,43--5572-7272-720,,,,
"THK AMERICA, INC.",847-490-6773,847-310-1271,"Schaumburg, IL 60173",Schaumburg,200 East Commerce Drive
YOUTEC NORTH AMERICA,650-814-8453,,"Los Altos, CA 94022",Los Altos,319 Eleanor Ave
TURKISH MACHINERY GROUP,90--312-447-2740,90--312-446-9605,,,
"ADVANCED AUXILIARY EQUIPMENT, INC.",800-918-5820,804-725-1960,"Mathews, VA 23109",Mathews,219 Main Street
OTTO TRADING INC,714-540-5595,714-540-5597,"Santa Ana, CA 92707",Santa Ana,"2709 Orange Avenue, Suite B"
"DATAMYNE, INC.",305-262-8600,305-262-8009,"Miami, FL 33126",Miami,703 Waterford Way
ENFORMAK PLASTICS TECHNOLOGIES,+90--212-8790304,+90--212-8790304,,,
KAIJO SHIBUYA AMERICA INC.,408-675-5575,408-675-5610,"Santa Clara, CA 95054",Santa Clara,1600 Wyatt Drive #14
ABC TRADING SOLUTIONS,702-673-7963,702-838-0868,"Las Vegas, NV 89102",Las Vegas,3305 Spring Mountain Road
"WUHAN GOLDEN RESOURCES CHEMICAL CO., LTD.",+86-(0)27-8133-7355,+86-(0)27-8133-7355,,,
"HCT PRECISION MOULD CO., LTD.",86--755-33696867,86--755-29899511,,,
ORCA CREATION,656-281-8098,,,,
"NO DUST FILTRATION PRODUCTS, INC.",281-255-0051,281-255-0266,"Hockley, TX 77447",Hockley,19534 Bauer
"DEVLINKS, LTD. AUTOMATION",847-258-5746,773-409-5219,"Arlington Heights, IL 60005",Arlington Heights,3000 Malmo Drive
"SHANDONG DAZHAN NANO MATERIALS CO., LTD.",86--543-4531212,86--543-4531313,,,
"CHANG WOEN MACHINERY CO., LTD.",886-4-26627809,886-4-26627590,,,
"CHEN YU PLASTIC MACHINE CO., LTD.",886-5-2842689,886-5-2844189,,,
"HUNG SEN FUH ENTERPRISE CO., LTD.",886-4-7868298,886-4-7864597,,,
"WEI YU COMPOSITE MATERIAL CO., LTD.",+886 7 788-8873,+886 7 788-5262,,,
"YESSING MACHINERY CO., LTD.",886-4-26265299,886-4-26268991,,,
"CIMQUEST, INC.",732-699-0400,732-699-0404,"Branchburg, NJ 08876",Branchburg,"3434 Route 22 West, Suite 130"
"DRY COLOR USA, LLC",407-856-7788,,"Orlando, FL 32824",Orlando,8701 Skinner Ct.
"GRACE MACHINERY CO., LTD",86--512-58992901,86--512-58992906,,,
"XIAMEN JET MOLD & PLASTIC CO., LTD.",+86 0 592-2616-930,+86 0 592-5782-726,,,
"LISHENG (DONGGUAN) PRECISION MOLD CO., LTD.",+86 0 769-8507-1791,+86 0 769-8509-7782,,,
"NINGBO HUABAO PLASTIC & RUBBER MOULD CO., LTD.",+86 0 574-5997-7528,+86 0 574-5997-7561,,,
SPI CAPITAL ASSET MANAGEMENT,202-974-5200,,"Washington, DC 20005",Washington,"1425 K. St., NW, Suite 500"
SPI PLASTICS U,202-974-5200,,"Washington, DC 20005",Washington,"1425 K. St., NW, Suite 500"
SPI R&D TAX CREDIT CONSULTING,202-974-5200,,"Washington, DC 20005",Washington,"1425 K. St., NW, Suite 500"
SPI HEALTHLINK,844-413-5871,,"Washington, DC 20005",Washington,"1425 K. St., NW, Suite 500"
SPI BUSINESS INSURANCE,715-346-7272,,"Washington, DC 20005",Washington,"1425 K. St., NW, Suite 500"
SPI FREIGHT & SHIPPING SOLUTIONS,202-974-5200,,"Washington, DC 20005",Washington,"1425 K. St., NW, Suite 500"
SPI IREGULATORY,202-974-5200,,"Washington, DC 20005",Washington,"1425 K. St., NW, Suite 500"
FREEDOM PLASTICS RECOVERY,512-900-8211,,"Murfreesboro, TN 37129",Murfreesboro,845 Middle Tennesse Blvd.
"LK SYSTEMS, INC.",949-373-0585,949-373-0501,"Ladera Ranch, CA 92694",Ladera Ranch,999 Corporate Dr.
GDK SPOL. SR.O.,+42-035333-1391,+42-035333-1392,,,
"SHANDONG POWER PLASTIC CO., LTD.",86--633-8353899,86--633-8333718,,,
"DONGGUAN HENGCAI PLASTIC MASTERBATCH CO., LTD.",86--769-87777234,86--769-87759234,,,
"HUANGYAN ZHEDONG RUBBER AUXILIARY IMP & EXP CO., LTD.",86--576-84087767,86--576-84200737,,,
"GUANGDONG SHUNDE SHUNYAN NEW MATERIALS CO., LTD.",86--757-29899951,,,,
"TOP WELL INTERNATIONAL DEVELOPMENT, LLC",937-830-2465,937-439-0869,"Dayton, OH 45475",Dayton,"7525 Paragon Rd., #751042"
"ZIBO FENGYI PLASTICS CO., LTD.",86-533-7509668,86-533-7500088,,,
"DONGGUAN SANRUN PLASTIC TECHNOLOGY CO., LTD.",0769-88385883,0769-81331869,,,
"FOSHAN BEST EXTRUSION MACHINERY EQUIPMENT CO., LTD.",+86--757-23660568  ,+86--757-22638576,,,
"NINGXIA QINGLIN SHENGHUA TECHNOLOGY CO., LTD.",86--951-8973826-804,86--951-8973826-804,,,
"POWERJET PLASTIC MACHINERY CO., LTD.",+86--757-86697560,+86--757-86697566,,,
"WALTHMAC MEASUREMENT & CONTROL TECHNOLOGY CO., LTD.",86--816-2532848,86--816-2603578,,,
"WUXI BOYU PLASTIC MACHINERY CO., LTD.",86--510-88271797,86--510-88271218,,,
"ZHEJIANG QUZHOU YOUPONT FLUORO-MATERIAL CO., LTD.",86-570-3028290,86-570-3048290,,,
"ZHONGFUHAI PLASTIC COLOR MASTERBATCH (SHENZHEN) CO., LTD.",86--755-29663682,86--755-27782869,,,
ZHOUSHAN JINMAO MACHINERY MANUFACTURING FACTORY,86--580-8050975,86--580-8050162,,,
"TOLSA, S.A.",34--913-220110,,"1325 Satellite Blvd.- Suite 104- Suwanee, GA 30024",1325 Satellite Blvd.- Suite 104- Suwanee,"Campezo, 1-Building 4-2nd floor - Madrid - Spain"
BONMATE MACHINERY INDUSTRY INC.,886-4-24377356,886-4-24377239,,,
"C.S. MACHINERY CO., LTD.",886-3-3896016,886-3-3896103,,,
"CHING SUI INDUSTRY CO., LTD.",886-4-26712573,886-426-712852,,,
"CHU LIING MACHINERY CO., LTD.",886-4-7795268,886-4-7794870,,,
"E-WHA ENTERPRISE CO., LTD.",886-2-89901777,866-2-89901776,,,
GETAC TECHNOLOGY CORP. (BIO-SOURCED MATERIALS BU),886-2-27857888,886-2-27965656,,,
HEYTAHAI CORPORATION,886-6-2512512,886-6-2819416,,,
HUANYU HOSE CO. LTD.,886-4-25337039,886-4-25337296,,,
POLYALLOY INC.,886-3-4838475,886-3-4838582,,,
"SUN LUNG GEAR WORKS CO., LTD.",886-6-2639969,886-6-2639626,,,
"YEN SHENG MACHINERY CO., LTD.",886-4-24914567,886-4-24913333,,,
"TAI SHIN PLASTIC MACHINERY CO., LTD.",886-5-2132233,886-5-2132231,,,
JC MOULD (KUNSHAN) LTD,86-18118170966,86-512-57650781,,,
"SIGMA RECYCLING, INC.",678-291-9510,678-291-9511,"Norcross, GA 30071",Norcross,"5675 J.C. Blvd, Suite 598"
POLYMER LABORATORY AT STRESS ENGINEERING,513-336-6701,513-336-6817,"Mason, OH 45040",Mason,7030 Stress Engineering Way
INAN PLASTIK MAKINALARI SAN VE TIC LTD STI,+90-212-485-74-25,+90-212-485-74-28,,,
LOGOJET USA,337-330-8471,877-542-5215,"Broussard, LA 70518",Broussard,100 Jared Drive
"CIETRADE SYSTEMS, INC",203-323-0074,,"Stamford, CT 06901",Stamford,263 Tresser Blvd
"QINGDAO SAINUO NEW MATERIALS CO., LTD.",86--0532-87898798,86--0532-84618786,,,
UNION OFFICINE MECCANICHE SPA,39--0331 519300,39--0331 518370,,,
CELDUC RELAIS,33--4-77539019,33--4-77538551,,,
"AB MOLD CO., LTD.",86--576-84718596,86--576-84718599,,,
"CHNV NEW MATERIALS TECHNOLOGY CO., LTD.",86--769-83348666,86--769-81092686,,,
"DONGYANG AOLONG NONWOVEN EQUIPMENT CO., LTD.",86--579-89317932,86--579-89317931,,,
"NINGBO KONRUN MACHINERY TECHNOLOGY CO., LTD.",86--574-89021666,86--574-89021222,,,
"CHANGZHOU JUWU MACHINERY CO., LTD.",519-688-75556,519-688-75557,,,
"DALIAN TGI X-TRUSION TECHNOLOGY CO., LTD.",86--411-86421971,86--411-82313157,,,
"HEATLE ELECTRIC (INTERNATIONAL) CO., LTD.",86--577-62771806,86--577-62771726,,,
"HEBEI XINFA MINERAL INDUSTRY CO., LTD.",86--311-82570888,86--311-89297575,,,
"TAIZHOU HUANGYAN HUSKO MOULD CO., LTD.",0086--576-84087762,0086--576-84087763,,,
"YIBIN YUNTONG PLASTICS ADDITIVES CO., LTD.",86--831-7931303,86--831-7931305,,,
CORNERSTONE CAPITAL PARTNERS,614-761-2900,614-761-7609,"Dublin, OH 43017",Dublin,"655 Metro Place S., Suite 720"
"PFANNENBERG, INC.",716-685-6866,716-681-1521,"Lancaster, NY 14086",Lancaster,68 Ward Road
CMG SRL,+39-0331- 37831,+ 39-0331 - 378352,,,
CEMA TECHNOLOGIES,773-850-3114,773-539-9238,,,
IN'TECH INDUSTRIES,763-576-8100,763-576-8101,"Ramsey, MN 55303",Ramsey,7180 Sunwood Drive NW
GENERATION TECH,+33--06 -73 47 17 91,,,,
POLYTECHS,33--02 -35 57 81 81,33--02 -35 57 81 92,,,
ULTRA SYSTEM SA,41--0-27-56 53 857,39--0131-19-20919,,,
"YUAN HENG TAI WATER TRANSFER PRINTING CO., LTD.",886-4-2659-5678,886-4-2659-5679,,,
"NODINSON PLASTIC MOULD CO., LTD",86--755-89516139,86--755-61624095,,,
STARRETT COMPANY,978-249-3551,,"Athol, MA 01331",Athol,121 Crecent St.
"DONGGUAN TADLY PRECISION MOLD & PLASTIC CO., LTD.",86-0769-8563-5511,86-0769-8563-5513,,,
"UNI TOOLING CO., LIMITED",86--755-26075371,86--755-26075324,,,
"WUXI JIAHONG PLASTICS TECHNOLOGY CO., LTD.",86--510-83311984,86--510-83311379,,,
FRANCEM,33--0-344-385238,33--0-344-386230,,,
PRODUCT FAST AUTOMATION,510-579-4552,270-326-7880,"Francisco, IN 47649",Francisco,5960 E. 115 F. Lot 4
"WINTECH TOOLING CO., LTD",86-20-39110895,86-20-39110895,,,
HORAUF TAIWAN,886-4-26380901,886-4-26380905,,,
SISE SA,33-474 77 3453,33-474 73 9018,,,
"GEORGES PERNOUD NORTH AMERICA, INC.",33--683-625-659,,"Rochester Hills, MI 48309",Rochester Hills,1857 Enterprise Drive
SECAM FIXING SOLUTIONS,33--0-450-904-763,33--0-450-933-491,,,
SULZER,41--0-52-262-1122,,,,
"ZHONGSHAN CITY LIQUN PRECISION INDUSTRIES CO., LTD.",+86 0 760-8858-2257,+86-(0)760-8858-2253,,,
ZZYZX POLYMERS,484-891-5001,,"Allentown, PA 18103",Allentown,"905 Harrison St., Unit 131"
NPE2015 STARTUP GARAGE,202-974-5200,202-296-7005,"Washington, DC 20006",Washington,"1425 K. St., NW, Suite 500"
BIOBENT POLYMERS,513-658-5560,,"Columbus, OH 43212",Columbus,1275 Kinnear Road
PLASTIC EQ CORP.,450-775-5197,,,,
DS SOLIDWORKS CORP,800-693-9000,,"Waltham, MA 02451",Waltham,175 Wyman Street
TIFIBER INC.,479-695-8421,479-571-8814,"Fayetteville, AR 72701",Fayetteville,"535 W. Research Center Blvd., Suite 135"
"SMART E2 SOLUTIONS, LLC",732-241-6070,732-758-1169,"Rumson, NJ 07760",Rumson,14 Edgewood Rd.
AC MOULD ENGINEERING LIMITED,86--769-82522823,86--769-82699566,,,
BEST TOOLING (SHENZHEN) LTD.,86--755-29875629,86--755-26495302,,,
"GUOLAN PLASTIC PRODUCT CO., LIMITED",755-28409641,,,,
"HEFEI KAIER NANOMETER ENERGY & TECHNOLOGY CO., LTD.",86-13955194988,86-551-65315779,,,
"MATCH MOLD AND PLASTIC CO., LTD.",86--769-8549-3898,86--769-8549-3899,,,
SENIOR MOLD LTD.,86--755-2904-3602,86--755-2904-3551,,,
"SHANGHAI JINWAY MOULD CO., LTD.",86--21-57681260,86--21-57680355,,,
"WUXI MODA TECHNOLOGY CO., LTD.",86--510-85225232,86--510-82433466,,,
"GTO USA, INC.",727-216-6907,727-489-7683,"Clearwater, FL 33756",Clearwater,805 Court St.
"TRIANGLE CHEMICAL COMPANY, LLC",440-974-0442,440-974-0199,"Mentor, OH 44060",Mentor,7027 Spinach Drive
RAPISTAK CORPORATION,716-822-2804,716-822-2806,"Blasdell, NY 14219",Blasdell,2025 Electric Avenue
"ANPING COUNTY ANSHENG WIRE MESHES PRODUCT CO., LTD",86--318-7529500,86--318-7523119,,,
"BAODING BANGTAI POLYMERIC NEW-MATERIAL CO., LTD",86--0312-3355201,86--0312-3355197,,,
"CHANGSHENGDA MACHINERY (ZHEJIANG) CO., LTD.",86--576-84255555,86--576-84019862,,,
ELITE MOLD MANUFACTURE LIMITED,86--769-86985408,86--769-86985409,,,
FOCUS CHEM LIMITED,86--21-57401266-813,86--21-57406246,,,
"JT MOLD TECHNOLOGY CO., LTD",86--512-69993888,86--512-69998880,,,
"LINGEN PLASTIC RUBBER CO., LTD",86--21-57575655,86--21-51062037,,,
"NINGBO BAIQIANG PACKING MATERIAL CO., LTD",86--574-22702820,86--574-22702890,,,
"NINGBO DOUSH MACHINERY CO., LTD.",86--574-83559091,86--574-83559090,,,
"NINGBO YOMBO RUBBER AND PLASTIC PRODUCTS CO., LTD",86--574-62635991,86--574-62663001,,,
"QUJING ZHONGYI FINE CHEMICAL INDUSTY CO., LTD",86--28-61500531,86--28-61500530,,,
"SHANGHAI ZHONGDA WINCOME CO., LTD",86--571-86463839,86--571-86463825,,,
"ZHEJIANG FILTER TECHNOLOGY CO., LTD",86--579-84235566,86--579-84235577,,,
"ZHEJIANG JINJIA PLASTICS MACHINERY CO., LTD",86--580-8041862,86--580-8042218,,,
"ZHEJIANG KELI PLASTIC MACHINERY CO., LTD",86--576-84911388,86--576-84911399,,,
ISIN REZISTANS LTD.,90--444-0117,90--212-6956188,,,
"KELLER USA, INC.",803-396-2000,803-396-2905,"Fort Mill, SC 29708",Fort Mill,2168 Carolina Place Drive
"SUZHOU JOTYLONG TOOLING CO., LTD.",512-6693-0166,512-6693-3835,,,
GRAPHENICS,352-281-0781,,"Tuscaloosa, AL 35406",Tuscaloosa,506 Woodridge Dr.
GARMOR,407-540-0452,,"Orlando, FL 32822",Orlando,"6317 Mccoy Rd., Suite 100"
"WISPO TRADING (SHANGHAI) CO., LTD.",213-392-7391,213-392-7930,,,
SELAS HEAT TECHNOLOGY,215-520-0708,,"Streetsboro, OH 44241",Streetsboro,11012 Aurora Hudson Road
"BUTLER-MACDONALD, INC.",317-872-5115,317-872-5660,"Indianapolis, IN 46278",Indianapolis,5955 West 80th Street
ONE BOX VISION,353-526-146000,353-526-146302,,,
SYSPRO,714-437-1000,714-437-1407,"Costa Mesa, CA 92626",Costa Mesa,959 S. Coast Dr.
DORAL EQUIPMENT RENTAL,414-530-0059,,"Milwaukee, WI 53207",Milwaukee,427 East Stewart Street
KINGTEC TOOL & MOLDING LTD.,86--532-88755518,,,,
"SPARTAN FELT COMPANY, INC.",864-576-7919,864-574-4507,"Roebuck, SC 29376",Roebuck,151 Felt Drive
PMC GROUP,215-368-1661,215-368-3205,"Lansdale, PA 19446",Lansdale,601 West 8th Street
"G.E.T. RECYCLING TECHNOLOGY CO., LTD.",86--510-83292078,86--510-83293092,,,
"NANTONG ADVANCE CHEMICALS CO., LTD.",86--513-83201179,86--513-83201223,,,
"NINGBO HAITAI INDUSTRY AND TRADE CO., LTD.",86--574-89022653,86--574-89022802,,,
"SHANDONG HUAXIA SHENZHOU NEW MATERIAL CO., LTD",86--533-8521777,86--533-8519667,,,
"SHANGHAI HOPE LOOK CO., LTD.",86--21-38790027,86--21-38790027,,,
"SHAOXING JAVA MACROMOLECULAR MATERIAL CO., LTD.",86--575-82536702,86--575-82536705,,,
"SINO-TECH MOULD CO., LTD.",86--576-84260662,86--576-84623377,,,
"TAIZHOU XIAOJIN MOULD CO., LTD.",86--576-84600866,86--576-84600855,,,
"TANG DYNASTY MOULD CO., LTD.",86-576-84362055,86--576-84362056,,,
"YUNNAN YUNTIANHUA CO., LTD.",86--870-8662605,86--870-8636337,,,
"ZHANGJIAGANG WUHE MACHINERY CO., LTD.",+86--512-58536100,+86--512-58536229,,,
"ZHEJIANG JINGJIN MACHINERY CO., LTD.",86--580-8055086,86--0580-8052850,,,
"ZHUHAI GREE DAIKIN PRECISION MOLD CO., LTD.",+86-(0)756-8593-098,+86-(0)756-8522-099,,,
J&M ENGINEERING PLASTICS,864-633-8406,,"Breinigsville, PA 18031",Breinigsville,7668 Cross Creek Circle
RELADYNE,888-830-3156,,"Blue Ash, OH 45242",Blue Ash,9395 Kenwood Rd Suite 104
"COSCO PRECISION PLASTIC MOULD CO., LTD.",86-0755-8821-3621,86-0755-882-13620,,,
"CAPTIVA CONTAINERS, LLC",786-420-3060,786-513-8553,"Miami, FL 33162",Miami,75 NE 179 St.
MARTINENGHI S.R.L.,+39 (02) 9583292,+39 (02) 95838393,,,
"ANHUI LEADING PRECISION TECHNOLOGY CO., LTD.",+86 0562-8899068,+86 0562-8899078,,,
"TAIZHOU BONA CO., LTD.",86-0576-81125111,86-0576-81108511,,,
"HANGZHOU ELECTROCHEMICAL GROUP CO., LTD.",+86-571-8661-7799,+86-571-8298-8100,,,
"DONGGUAN LONG CHUANG YU SCIENCE CO., LTD.",86--135-10983282,86--769-22892659,,,
"SHENZHEN SANPIN MOULD CO., LTD.",355-479-5825,86--755-33259280,,,
"TAIZHOU AIKSEN ELECTRIC HEATING INSTRUMENT & EQUIPMENT CO., LTD.",86--0523-83998868,86--523-8376-6906,,,
"JIANGXI HONGYUAN CHEMICAL & INDUSTRIAL CO.,LTD.",0086-795-7126816 7126815,0086-795-7126813,,,
"LINYI AOXING CHEMICAL CO., LTD.",008-6-539-7035987,008-6-539-7035987,,,
"NINGBO QINGHU ELASTOMER SCIENCE TECHNOLOGY CO.,LTD",008-6-574-89077070,008-6-574-55337818,,,
"RUIAN E-DYNAMIC COMPLETE EQUIPMENT CO., LTD.",008-6-577-65876606,008-6-577-65876696,,,
"SHANGHAI KINGZ TRADING CO.,LTD",+86-21-69119975,+86-21-67641582,,,
"TAIZHOU HUANGYAN SHENGZE MOULD & PLASTIC CO., LTD.",+86-576-84330855,+86-576-84330856,,,
GENSTAR ELASTOMER TECHNIK PVT. LTD.,224-021-4997,224-021-4997,,,
TECHNO-GROUP (GLOBAL NETWORK),852-2799-0611,852-2305-0750,,,
"PUNCH INDUSTRY (DALIAN) CO., LTD.",+86 0 411-87613087-647,+86 0 411-8792-9398,,,
GOLDKING MOULD INDUSTRIAL LIMITED,+86-755-84679136,+86-755-84679126,,,
NEXT POLYMERS LIMITED,91--22-4424-4424,91--22-4424-4400,,,
"EAGLE INDUSTRIAL (SHENZHEN) CO., LIMITED",86--0755-23145869,86--755-23145869,,,
ROLAND DGA CORP.,224-565-5210,,"Crystal Lake, IL 60014",Crystal Lake,1126 Dovercliff Way
"ABIS MOLD TECHNOLOGY (HK) CO., LIMITED",86--755-89984896,86--755-28960682,,,
"BEIJING DONGKEDA AUTOMATIC TECHNOLOGY CO., LTD.",210-464-3684,0086-010-68611430,,,
"DALIAN GOLDEN TRUST PRECISION MOULD ENGINEERING CO., LTD.",86--411-39014821,86--411-39266305,,,
"DONGGUAN SANHUI PLASTIC MOULD CO., LTD.",86--769-85646456,86--769-81502312,,,
GOLDWIN INDUSTRIAL (H.K.) LIMITED,86--0769-85308598,86--0769-85393516,,,
"GUANGZHOU CHENGYUE MACHINERY CO., LTD.",86--020-34830799,86--020-34830990,,,
"JIANGSU JINWO MACHINERY CO., LTD.",86--25-68038882,86--25-68038882,,,
"JINAN TAIXING FINE CHEMICALS CO., LTD.",+86 531 88870399,+86 531 88870799,,,
"ZHONGSHAN MEITU PLASTIC IND CO., LTD.",86--760-85219987,86--760-85219980,,,
ZHONGSHAN QIFA PRECISION MOULD COMPANY LIMITED,86--760-85311262,86-760-85311263,,,
ENGINEERED POLYMERS (INDIA) PVT. LTD.,91-8110-414192,91-22-2619-2331,,,
SUBA PLASTICS PVT. LTD.,91--989-4092254,,,,
JJ PLASTALLOY PVT. LTD.,542-239-1915,542-239-1913,,,
21 CENTURY POLYMERS,991-012-5757,,,,
ANAR RUBTECH PVT. LTD.,91--9099096657,,,,
PLATINIUM TIE-UP PVT. LTD.,91--9737387444,,,,
PRASPACK INDUSTRIES PVT. LTD.,91--2764-268194,91--2764-268094,,,
"LIANSHUN MOULDING & PLASTIC CO., LTD.",+86 0 576-8435-2578,+86 0 576-8435-2568,,,
"SHENZHEN TIMES PRECISION PLASTIC MOLD CO., LTD.",+86 0 755-8172-6311,+86 0 755-8172-6606,,,
DONGGUAN YANGYU PLASTIC MASTERBATCH MANUFACTORY,86--769-81001457,86--769-81001447,,,
"AGATHON MACHINE TOOLS, INC.",203-730-8741,203-748-2975,"Bethel, CT 06801",Bethel,9 Parklawn Drive
ESPRIX TECHNOLOGIES,941-404-3100,941-358-1339,"Sarasota, FL 34243",Sarasota,7680 Matoaka Rd
"HAMRIYAH FREE ZONE AUTHORITY, SHARJAH",97--165-263333,97--165-263555,,,
LOXIM INDUSTRIES LIMITED,+91-2717-308000,,,,
"NAKATA U.S.A., LTD.",210-829-5852,,"San Antonio, TX 78216",San Antonio,"200 Concord Plaza, Suite 540"
"SHANDONG DONGJIA GROUP CO., LTD.",+86-533-4161746,+86-533-4167746,,,
SPRING GREEN CORPORATION,886-2-29895586,886-2-29892955,,,
AP LAZER,800-449-2481,877-405-6128,"Lansing, MI 48906",Lansing,1709 Thompson Street
VINYL SAVES LIVES,202-974-5200,,"Washington, DC 20005",Washington,"1425 K. St., NW, Suite 500"
SPI ADVOCACY ZONE,202-974-5200,202-296-7005,"Washington, DC 20005",Washington,"1425 K. St., NW, Suite 500"
SPI OUTREACH ZONE,202-974-5200,,"Washington, DC 20005",Washington,"1425 K. St., NW, Suite 500"
SPI MEMBERSHIP,202-974-5212,,"Washington, DC 20005",Washington,"1425 K. St., NW, Suite 500"
"TAPEMATIC USA, INC.",407-852-1901,407-852-1902,"Orlando, FL 32819",Orlando,"6881 Kingspointe Parkway, Suite 9"
SPI - SUPPLY CHAIN NETWORK,202-974-5200,,"Washington, DC 20005",Washington,"1425 K. St., NW, Suite 500"
"SHANDONG DONGCHEN ENGINEERING PLASTIC CO., LTD.",86-531-83687968,86-531-83686788,,,
R. R. PLAST EXTRUSION PVT. LTD.,224-246-1503,222-850-9603,,,
AMVT LLC,281-506-2430,,"Houston, TX 77084",Houston,16203 Park Row #175
"AUTOMATED MARKING SOLUTIONS, LLC",512-593-7100,512-593-7101,"Austin, TX 78738",Austin,120 Sebastians Run
THE CREDIT JUNCTION,202-642-1980,,"Arlington, VA 22209",Arlington,"1400 Key Blvd., Suite 100"
STAR IMPEX LLC,832-742-6827,818-638-7800,"Missouri City, TX 77459",Missouri City,"4502 Riverstone Blvd., Suite 301"
TOOL STATS LLC,586-404-1502,586-620-6004,"Warren, MI 48089",Warren,13780 E. Eleven Mile Road
"YUYAO TONGYUN HEAVY-DUTY MOULD MANUFACTURE CO., LTD.",86--575-82937558,86--575-82937338,,,
"SUIZHOU HEYE SPECIAL CHEMICALS CO., LTD",0086-722-4892150,0086-722-4893249,,,
"MINWEK PRECISION MOLD (KUNSHAN) CO., LTD.",0086-512-57754201,0086-512-57754202,,,
"JK-AUTO MOULD CO., LTD.",0086-769-89064920,0086-769-89064921,,,
"DONGGUAN HETENG DIE CASTING CO., LTD",0086-769-85318956,0086-769-85318736,,,
KENDY MOLD INDUSTRIAL LIMITED,0086-755-33929660,0086-755-33929659,,,
"SKY-WING PRECISION MOLD CO.,LTD",0086-755-33873606,0086-755-29353199,,,
"UPS MOLD CO., LIMITED",0086-769-83552817,0086-769-83825686,,,
"BENSLEY PRECISION MOULD & PLASTICS TECHNOLOGY (SHANGHAI) CO., LTD.",0086-21-67845980,0086-21-67846180,,,
"GLOBAL PRECISION MOULD MANUFACTURING (HK) CO., LTD",+86-755-86381506,+86-755-86381511,,,
"GOLDSTAR PLASTIC MOULD & MOLDING CO., LTD",0086-755-86229632,0086-755-86227589,,,
TOP ONE-MOULD LTD.,0086-755-26067802,0086-755-26067803,,,
"SUZHOU LIZHU MACHINERY CO., LTD",0086-512-65983405,0086-512-65983403,,,
"SHENZHEN KOMENG PRECISION MOLD CO., LTD",0086-755-89725559,0086-755-89726976,,,
"CHAO YAO METAL & PLASTIC CO., LTD",0086-769-81667742,0086-769-81667741,,,
"SHANGHAI TECHSEND EXTRUSION MACHINERY CO., LTD.",008-6-512-50173860,008-6-512-5173862,,,
"ZHEJIANG JINTENG MACHINERY MANUFACTURE CO.,LTD",008-6-580-8055268,008-6-580-8055268,,,
IMERYS- IMERPLAST,408-643-0260,408-643-0298,"San Jose, CA 95112",San Jose,"1732 N. 1st St., Suite 450"
